Sample	A1	B2	B3	B4	B5	B6	B8	C1	C3	A2	C4	C5	C6	C8	D1	D2	D3	D4	D5	A3	D6	D7	D8	A4	A5	A6	A7	A8
group	pea-minced	soy-minced	soy-minced	soy-fibrous	soy-fibrous	soy-minced	soy-minced	soy-fibrous	soy-fibrous	pea-minced	soy-fibrous	soy-fibrous	soy-fibrous	soy-fibrous	pea-minced	pea-fibrous	pea-fibrous	pea-fibrous	pea-minced	pea-minced	pea-fibrous	pea-fibrous	pea-fibrous	pea-minced	pea-minced	pea-minced	pea-minced	pea-minced
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Family_XI	0	0	0	0	0	0.00164942270205428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae	0.125530624620982	0	0	0.0303030303030303	0	0.00284900284900285	0	0.0229455709711846	0.0071103526734926	0	0.0123839009287926	0.00168539325842697	0	0	0	0	0	0.00527240773286467	0	0	0	0	0.00392156862745098	0	0	0	0.00657276995305164	0
Bacteria|Firmicutes|Bacilli|Aneurinibacillales|Aneurinibacillaceae	0.00101071356377603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae	0.00121285627653123	0	0	0.00189393939393939	0	0.000149947518368571	0	0.012273212379936	0	0.000605938194304181	0	0.00533707865168539	0	0	0.000734933855952964	0	0	0	0	0	0	0	0	0.102415026833631	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0.000202142712755205	0	0	0	0	0	0	0.0186766275346852	0	0	0	0	0	0	0	0	0.00196078431372549	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Enterococcaceae	0.0040428542551041	0	0	0.00852272727272727	0	0	0	0	0.00199089874857793	0	0	0.000280898876404494	0	0	0	0	0.1	0.00527240773286467	0	0	0	0.0446428571428571	0.000980392156862745	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.0485142510612492	0	0.000504032258064516	0.0220170454545455	0.00241351568785197	0.000149947518368571	0	0.00907150480256137	0.000284414106939704	0.000403958796202787	0.0123839009287926	0.0764044943820225	0	0.000194741966893866	0.00146986771190593	0	0	0.00175746924428822	0	0.000789577575996842	0	0	0.00294117647058824	0.0152057245080501	0	0.000706838664074925	0.0028169014084507	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Vagococcaceae	0.00141499898928644	0	0.000336021505376344	0	0	0	0	0	0	0	0	0	0	0.000584225900681597	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Listeriaceae	0	0.000492610837438424	0.00352822580645161	0.000236742424242424	0	0	0.0228772547294325	0	0	0.0141385578670976	0	0.0575842696629214	0.0316780821917808	0.0276533592989289	0.0389514943655071	0	0	0	0	0.00513225424397947	0	0	0	0.187388193202147	0	0.0459445131648701	0	0.00338409475465313
Bacteria|Firmicutes|Bacilli|Exiguobacterales|Exiguobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	0.0873256519102486	0	0	0.0087594696969697	0	0	0	0	0	0.000605938194304181	0.0154798761609907	0	0	0.00155793573515093	0.00171484566389025	0	0	0.00175746924428822	0	0	0	0	0.000980392156862745	0.000447227191413238	0	0.00424103198444955	0	0
Bacteria|Firmicutes|Bacilli|Staphylococcales|Staphylococcaceae	0.0375985445724682	0	0	0.0125473484848485	0	0.000299895036737142	0	0.0933831376734258	0.000568828213879408	0	0	0.000561797752808989	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
Bacteria|Firmicutes|Bacilli|Brevibacillales|Brevibacillaceae	0	0	0	0	0	0.000599790073474284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Paenibacillales|Paenibacillaceae	0	0	0	0.000236742424242424	0	0.000299895036737142	0	0	0	0	0	0.000280898876404494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	0	0	0	0.00307765151515152	0	0	0	0.00213447171824973	0	0	0.00928792569659443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|RF39|RF39	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Cyanobacteria|Vampirivibrionia|Obscuribacterales|Obscuribacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales|Acholeplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|Sporomusaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123696766213112	0	0
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|Selenomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0.00112359550561798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales|Veillonellaceae	0	0	0	0	0	0	0	0	0	0	0	0.00308988764044944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales|Solimonadaceae	0	0	0	0.00142045454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Rhodanobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	0.279967657165959	0	0.00100806451612903	0.0068655303030303	0	0	0.00571931368235812	0.0064034151547492	0.000853242320819113	0.0515047465158554	0.00309597523219814	0.00533707865168539	0	0.00136319376825706	0.00269475747182754	0	0	0	0	0.0019739439399921	0	0	0	0.0120751341681574	0	0.0233256759144725	0.000938967136150235	0
Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylomonadaceae	0	0	0	0.00118371212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.00363856882959369	0.119211822660099	0.217573924731183	0.0298295454545455	0.0474658085277554	0.0103463787674314	0.186537615486142	0.192102454642476	0.00881683731513083	0.352454049686932	0.0464396284829721	0.0286516853932584	0.00599315068493151	0.138851022395326	0.250122488975992	0.00403225806451613	0	0	0	0.0971180418476115	0	0	0	0.194543828264758	0	0.202155857925429	0.211267605633803	0.0397631133671743
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales|Wohlfahrtiimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0.00112359550561798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Diplorickettsiales|Diplorickettsiaceae	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_Incertae_Sedis|Unknown_Family	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|PLTA13|PLTA13	0.000202142712755205	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Coxiellales|Coxiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Halomonadaceae	0	0	0	0.000946969696969697	0	0.000749737591842855	0	0.0170757737459979	0.00113765642775882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.154639175257732	0.00541871921182266	0.0403225806451613	0.0409564393939394	0.00965406275140789	0	0.10162780466344	0.0080042689434365	0.00284414106939704	0.0923045849323369	0.043343653250774	0	0.134417808219178	0.0915287244401168	0.177609015188633	0	0	0.00351493848857645	0	0.0284247927358863	0	0	0.00490196078431373	0.0688729874776386	0	0.242445661777699	0.000938967136150235	0.0253807106598985
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|NA	0.00505356781888013	0	0	0	0	0	0	0	0.00739476678043231	0	0.00928792569659443	0.00140449438202247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563380281690141	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Alteromonadaceae	0	0	0	0	0	0	0	0	0	0.000807917592405575	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000894454382826476	0	0.00300406432231843	0	0.000846023688663283
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae	0.00040428542551041	0.000492610837438424	0.00436827956989247	0.00473484848484848	0.00563153660498793	0.00104963262858	0.0215574131104267	0.0261472785485592	0.000284414106939704	0.0317107655019188	0	0	0.00770547945205479	0.0118792599805258	0.0284174424301813	0.00403225806451613	0	0	0	0.00592183181997631	0	0.00892857142857143	0	0.0503130590339893	0.00187617260787992	0.00530128998056194	0.228169014084507	0.00338409475465313
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pectobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.114817060844957	0	0.000336021505376344	0.0111268939393939	0	0.000899685110211426	0	0.016008537886873	0.0119453924914676	0.000605938194304181	0.226006191950464	0.00926966292134832	0	0	0.000489955903968643	0	0	0	0	0	0	0.000992063492063492	0.00784313725490196	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae	0	0	0	0	0	0.000299895036737142	0	0.00693703308431163	0.0127986348122867	0	0.195046439628483	0.027247191011236	0	0	0	0.00403225806451613	0	0	0	0	0	0	0	0	0	0	0.00469483568075117	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Vibrionaceae	0	0.230541871921182	0.0084005376344086	0	0.00482703137570394	0	0.0316761988561373	0.0474919957310566	0	0.0307008685114118	0	0	0	0.00214216163583252	0.0313571778539931	0	0	0	0	0.04500592183182	0	0	0	0.0635062611806798	0	0.063792189432762	0	0.0135363790186125
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Shewanellaceae	0	0.0133004926108374	0.434979838709677	0	0.00884955752212389	0	0.29388473383194	0.231590181430096	0	0.29569783882044	0.0247678018575851	0	0.0291095890410959	0.0963972736124635	0.229789318961293	0	0	0	0	0.191077773391236	0	0	0	0.164803220035778	0	0.254285209400954	0	0.0490693739424704
Bacteria|Campylobacterota|Campylobacteria|Campylobacterales|Arcobacteraceae	0	0	0	0.00189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Aquaspirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447227191413238	0	0.00335748365435589	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Chromobacteriaceae	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Rhodocyclaceae	0.00667070952092177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|TRA3-20	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Comamonadaceae	0.0190014149989893	0	0.000504032258064516	0.056344696969697	0	0.000299895036737142	0.012758468983722	0.0656350053361793	0.00426621160409556	0.00767521712785296	0.00928792569659443	0.000280898876404494	0	0.000389483933787731	0	0	0	0	0	0	0	0	0	0.00245974955277281	0	0.00512458031454321	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae	0	0	0	0.00118371212121212	0	0.00104963262858	0	0.0240128068303095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Oxalobacteraceae	0.00161714170204164	0	0.000504032258064516	0.0215435606060606	0	0.00344879292247713	0.00307963044434668	0	0.00255972696245734	0.0347404564734397	0.00928792569659443	0	0	0.00214216163583252	0.00465458108770211	0	0	0	0	0.00118436636399526	0	0	0	0.014087656529517	0	0.0471814808270012	0.00187793427230047	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Alcaligenaceae	0	0	0.000336021505376344	0	0	0.000149947518368571	0	0	0	0.00161583518481115	0	0.000561797752808989	0	0	0.000244977951984321	0	0	0	0	0	0	0	0	0.000447227191413238	0	0.000706838664074925	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Morganellaceae	0	0	0	0	0	0.000299895036737142	0	0	0	0	0.00928792569659443	0.000842696629213483	0	0.000973709834469328	0.000979911807937286	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Aeromonadaceae	0.00808570851020821	0.00147783251231527	0.0162970430107527	0.00165719696969697	0	0	0.00703915530136384	0	0	0.00929105231266411	0	0	0	0.00253164556962025	0.006859382655561	0	0	0	0	0.00829056454796684	0	0	0	0.00380143112701252	0	0.00406432231843082	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Succinivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0.000280898876404494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Pasteurellaceae	0	0	0	0.000236742424242424	0	0	0	0.00106723585912487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unassigned|NA|NA|NA|NA|NA	0	0	0.00621639784946237	0	0.0201126307320998	0	0.11086669599648	0	0	0.00525146435063624	0	0	0.145547945205479	0.00701071080817916	0.00122488975992161	0	0	0	0	0	0	0	0	0.00380143112701252	0	0.00583141897861813	0	0.000846023688663283
Eukaryota|NA|NA|NA|NA|NA	0	0	0.00134408602150538	0	0.00241351568785197	0	0.0206775186977563	0	0	0.00161583518481115	0	0	0.0325342465753425	0.00155793573515093	0.000244977951984321	0	0	0	0	0	0	0	0	0.00156529516994633	0	0.00123696766213112	0	0.00253807106598985
Bacteria|NA|NA|NA|NA|NA	0	0	0.000168010752688172	0	0	0	0.0043994720633524	0	0	0	0	0	0	0	0.000244977951984321	0	0	0	0	0	0	0	0	0.000447227191413238	0	0.000530128998056194	0	0
Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Glomerellaceae|Colletotrichum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota|Retaria|Foraminifera|Rotaliida|NA|NA	0	0	0	0	0	0	0.00131984161900572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota|Phragmoplastophyta|Embryophyta|Apiales|Apiales|Daucus	0	0	0	0	0	0	0	0	0	0	0	0	0.00342465753424658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae|Fusobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Leptotrichiaceae|Leptotrichia	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc	0	0.00935960591133005	0	0.0127840909090909	0.825422365245374	0.00104963262858	0.0290365156181258	0.0506937033084312	0.000284414106939704	0.0341345182791355	0.0247678018575851	0.646348314606742	0.519691780821918	0.0169425511197663	0.0497305242528173	0.495967741935484	0.0843137254901961	0.966608084358524	1	0.50493485984998	0.79185520361991	0.885912698412698	0.929411764705882	0.0366726296958855	0.840525328330206	0.0238558049125287	0.471361502347418	0.694585448392555
Bacteria|Myxococcota|Polyangia|Haliangiales|Haliangiaceae|Haliangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bdellovibrionota|Oligoflexia|0319-6G20|0319-6G20|0319-6G20	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bdellovibrionota|Bdellovibrionia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	0	0	0	0.00189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bdellovibrionota|Bdellovibrionia|Bdellovibrionales|Bdellovibrionaceae|OM27_clade	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales|Desulfomicrobiaceae|Desulfomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0.00171232876712329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Micavibrionales|uncultured|uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Reyranellales|Reyranellaceae|Reyranella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|Niveispirillum	0	0	0	0	0	0	0	0.00266808964781217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Roseomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|NA	0	0	0	0	0	0	0	0	0	0	0.00928792569659443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Komagataeibacter	0	0	0	0	0	0.00119958014694857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Acetobacter	0	0	0	0	0	0	0	0.00213447171824973	0.000284414106939704	0	0	0.000842696629213483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Altererythrobacter	0	0	0	0.000236742424242424	0	0	0	0	0.00142207053469852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium	0	0	0	0.00213068181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis	0	0	0	0	0	0	0	0.0101387406616862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium	0.00262785526581767	0	0	0	0	0	0	0	0.00113765642775882	0	0.0123839009287926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|NA	0.000606428138265616	0	0	0	0	0	0	0.0016008537886873	0.00540386803185438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	0.00262785526581767	0	0	0.174479166666667	0	0.000449842555105713	0	0.0165421558164354	0.0179180887372014	0	0.0278637770897833	0.000842696629213483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Polymorphobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Aureimonas	0	0	0	0	0	0	0	0	0.00625711035267349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|NA	0	0	0	0	0	0	0	0	0	0.000403958796202787	0	0	0	0.000973709834469328	0.00171484566389025	0	0	0	0	0.000789577575996842	0	0	0	0	0	0.00106025799611239	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Pseudochrobactrum	0	0	0.000168010752688172	0.000236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	0	0	0	0	0	0	0.00373532550693703	0.00426621160409556	0.00201979398101394	0.00928792569659443	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0.000447227191413238	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae|1174-901-12	0	0	0	0	0	0	0	0	0	0	0.00619195046439629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|uncultured	0	0	0	0	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	0	0	0	0.00449810606060606	0	0.000449842555105713	0	0.00907150480256137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Asticcacaulis	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae|Methylobacterium-Methylorubrum	0.0380028299979786	0.000492610837438424	0	0.344933712121212	0	0	0	0.0064034151547492	0.0068259385665529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Bradyrhizobium	0	0	0	0.00118371212121212	0	0.000449842555105713	0	0.0181430096051227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|NA	0	0	0	0.000236742424242424	0	0	0	0.0032017075773746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Paracoccus	0	0	0	0.00165719696969697	0	0	0	0.00213447171824973	0.00113765642775882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Rhodobacter	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|NA	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae|Wolbachia	0	0	0	0.00118371212121212	0	0.000149947518368571	0	0.0128068303094984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|NRL2|NRL2|NRL2	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Parachlamydiaceae|Candidatus_Protochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176709666018731	0	0
Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae|Deinococcus	0	0	0	0	0	0	0	0.00426894343649947	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Parcubacteria|Candidatus_Kaiserbacteria|Candidatus_Kaiserbacteria|Candidatus_Kaiserbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Parcubacteria|Candidatus_Adlerbacteria|Candidatus_Adlerbacteria|Candidatus_Adlerbacteria	0	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
