Sample	A1	B2	B3	B4	B5	B6	B8	C1	C3	A2	C4	C5	C6	C8	D1	D2	D3	D4	D5	A3	D6	D7	D8	A4	A5	A6	A7	A8
group	pea-minced	soy-minced	soy-minced	soy-fibrous	soy-fibrous	soy-minced	soy-minced	soy-fibrous	soy-fibrous	pea-minced	soy-fibrous	soy-fibrous	soy-fibrous	soy-fibrous	pea-minced	pea-fibrous	pea-fibrous	pea-fibrous	pea-minced	pea-minced	pea-fibrous	pea-fibrous	pea-fibrous	pea-minced	pea-minced	pea-minced	pea-minced	pea-minced
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales	0.00040428542551041	0	0.000168010752688172	0.00757575757575758	0	0.000749737591842855	0.00351957765068192	0.0213447171824973	0.00767918088737201	0.000403958796202787	0	0	0	0.00194741966893866	0.00489955903968643	0	0	0	0	0.000789577575996842	0	0	0	0.00156529516994633	0	0.000530128998056194	0	0
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales	0	0	0	0	0	0	0	0.0064034151547492	0	0	0	0.00308988764044944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Actinomycetales	0	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Propionibacteriales	0	0	0	0	0	0	0	0.0016008537886873	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales	0.000202142712755205	0	0	0.0175189393939394	0	0.00224921277552856	0	0.00586979722518677	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Rubrobacteria|Rubrobacterales	0	0	0	0.000236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Thermoleophilia|Gaiellales	0	0	0	0	0	0	0	0.000533617929562433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Thermoleophilia|Solirubrobacterales	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales	0.00101071356377603	0	0	0.00118371212121212	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000883548330093656	0	0
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0	0	0	0	0	0.00164942270205428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Oscillospirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Bacillales	0.212856276531231	0	0	0.0390625	0	0.00284900284900285	0	0.0229455709711846	0.0071103526734926	0.000605938194304181	0.0278637770897833	0.00168539325842697	0	0.00155793573515093	0.00171484566389025	0	0	0.0070298769771529	0	0	0	0	0.00490196078431373	0.000447227191413238	0	0.00424103198444955	0.00657276995305164	0
Bacteria|Firmicutes|Bacilli|Aneurinibacillales	0.00101071356377603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Exiguobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Staphylococcales	0.0375985445724682	0	0	0.0125473484848485	0	0.000299895036737142	0	0.0933831376734258	0.000568828213879408	0	0	0.000561797752808989	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
Bacteria|Firmicutes|Bacilli|Brevibacillales	0	0	0	0	0	0.000599790073474284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Paenibacillales	0	0	0	0.000236742424242424	0	0.000299895036737142	0	0	0	0	0	0.000280898876404494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales	0	0	0	0.00307765151515152	0	0	0	0.00213447171824973	0	0	0.00928792569659443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|RF39	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Cyanobacteria|Vampirivibrionia|Obscuribacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Negativicutes|Veillonellales-Selenomonadales	0	0	0	0	0	0	0	0	0	0	0	0.00421348314606742	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123696766213112	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Salinisphaerales	0	0	0	0.00142045454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.279967657165959	0	0.00100806451612903	0.0068655303030303	0	0	0.00571931368235812	0.0064034151547492	0.000853242320819113	0.0515047465158554	0.00309597523219814	0.00533707865168539	0	0.00136319376825706	0.00269475747182754	0	0	0	0	0.0019739439399921	0	0	0	0.0120751341681574	0	0.0233256759144725	0.000938967136150235	0
Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales	0	0	0	0.00118371212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.158277744087326	0.124630541871921	0.257896505376344	0.0717329545454545	0.0571198712791633	0.0110961163592743	0.288165420149582	0.21718249733191	0.0127986348122867	0.444758634619269	0.0897832817337461	0.0286516853932584	0.14041095890411	0.230379746835443	0.427731504164625	0.00403225806451613	0	0.00351493848857645	0	0.125542834583498	0	0	0.00490196078431373	0.263416815742397	0	0.444601519703128	0.212206572769953	0.0651438240270727
Bacteria|Proteobacteria|Gammaproteobacteria|Cardiobacteriales	0	0	0	0	0	0	0	0	0	0	0	0.00112359550561798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Diplorickettsiales	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Gammaproteobacteria_Incertae_Sedis	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|PLTA13	0.000202142712755205	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Coxiellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	0.128360622599555	0.245812807881773	0.464381720430108	0.0177556818181818	0.0193081255028158	0.00254910781226571	0.354157501099868	0.329242262540021	0.0324232081911263	0.368814380933145	0.464396284829721	0.0390449438202247	0.0368150684931507	0.113924050632911	0.297893189612935	0.00806451612903226	0	0	0	0.250296091590999	0	0.00992063492063492	0.00784313725490196	0.283318425760286	0.00187617260787992	0.330447075455027	0.23849765258216	0.0668358714043993
Bacteria|Campylobacterota|Campylobacteria|Campylobacterales	0	0	0	0.00189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales	0.0276935516474631	0	0.00134408602150538	0.0790719696969697	0	0.00494826810616284	0.0158380994280686	0.0896478121664888	0.0068259385665529	0.0440315087861038	0.0185758513931889	0.000842696629213483	0	0.00253164556962025	0.00489955903968643	0	0	0	0	0.00118436636399526	0	0	0	0.0174418604651163	0	0.0563703834599753	0.00187793427230047	0
Unassigned|NA|NA|NA|NA	0	0	0.00621639784946237	0	0.0201126307320998	0	0.11086669599648	0	0	0.00525146435063624	0	0	0.145547945205479	0.00701071080817916	0.00122488975992161	0	0	0	0	0	0	0	0	0.00380143112701252	0	0.00583141897861813	0	0.000846023688663283
Eukaryota|NA|NA|NA|NA	0	0	0.00134408602150538	0	0.00241351568785197	0	0.0206775186977563	0	0	0.00161583518481115	0	0	0.0325342465753425	0.00155793573515093	0.000244977951984321	0	0	0	0	0	0	0	0	0.00156529516994633	0	0.00123696766213112	0	0.00253807106598985
Bacteria|NA|NA|NA|NA	0	0	0.000168010752688172	0	0	0	0.0043994720633524	0	0	0	0	0	0	0	0.000244977951984321	0	0	0	0	0	0	0	0	0.000447227191413238	0	0.000530128998056194	0	0
Eukaryota|Ascomycota|Sordariomycetes|Glomerellales|Glomerellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota|Retaria|Foraminifera|Rotaliida|NA	0	0	0	0	0	0	0.00131984161900572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota|Phragmoplastophyta|Embryophyta|Apiales|Apiales	0	0	0	0	0	0	0	0	0	0	0	0	0.00342465753424658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Fusobacteriota|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.00262785526581767	0.627586206896552	0.0206653225806452	0.0232007575757576	0.895414320193081	0.968211126105863	0.0602727672679279	0.0576307363927428	0.870591581342435	0.0482730761462331	0.294117647058824	0.772471910112359	0.607876712328767	0.566309639727361	0.0906418422341989	0.987903225806452	0.898039215686275	0.9701230228471	1	0.521910777733912	1	0.945436507936508	0.974509803921569	0.0679785330948122	0.99812382739212	0.0454143841668139	0.536150234741784	0.843485617597293
Bacteria|Myxococcota|Polyangia|Haliangiales|Haliangiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bdellovibrionota|Oligoflexia|0319-6G20|0319-6G20	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bdellovibrionota|Bdellovibrionia|Bdellovibrionales|Bdellovibrionaceae	0.000202142712755205	0	0	0.00189393939393939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales|Desulfomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.00171232876712329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Micavibrionales|uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Reyranellales|Reyranellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae	0	0	0	0	0	0	0	0.00266808964781217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae	0	0	0	0	0	0.00119958014694857	0	0.00213447171824973	0.000284414106939704	0	0.00928792569659443	0.000842696629213483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.00586213866990095	0	0	0.176846590909091	0	0.000449842555105713	0	0.028281750266809	0.0258816837315131	0	0.0402476780185759	0.000842696629213483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	0	0	0.000168010752688172	0.000236742424242424	0	0	0	0.00373532550693703	0.0105233219567691	0.00242375277721672	0.00928792569659443	0	0	0.000973709834469328	0.00171484566389025	0	0	0	0	0.000789577575996842	0	0	0.000980392156862745	0.000447227191413238	0	0.00106025799611239	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae	0.0380028299979786	0.000492610837438424	0	0.344933712121212	0	0	0	0.0064034151547492	0.0068259385665529	0	0.00619195046439629	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	0.000202142712755205	0	0	0.00449810606060606	0	0.000749737591842855	0	0.00907150480256137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae	0	0	0	0.00142045454545455	0	0.000449842555105713	0	0.0213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	0.000202142712755205	0	0	0.00213068181818182	0	0	0	0.00213447171824973	0.00113765642775882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales|Anaplasmataceae	0	0	0	0.00118371212121212	0	0.000149947518368571	0	0.0128068303094984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|NRL2|NRL2	0	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Chlamydiae|Chlamydiales|Parachlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176709666018731	0	0
Bacteria|Deinococcota|Deinococci|Deinococcales|Deinococcaceae	0	0	0	0	0	0	0	0.00426894343649947	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Parcubacteria|Candidatus_Kaiserbacteria|Candidatus_Kaiserbacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Parcubacteria|Candidatus_Adlerbacteria|Candidatus_Adlerbacteria	0	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Parcubacteria|Candidatus_Azambacteria|Candidatus_Azambacteria	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|NA	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadales	0.00040428542551041	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Dependentiae|Babeliae|Babeliales|Babeliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176709666018731	0	0
Bacteria|Cyanobacteria|Vampirivibrionia|Caenarcaniphilales|Caenarcaniphilales	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Abditibacteriota|Abditibacteria|Abditibacteriales|Abditibacteriaceae	0	0	0	0	0	0	0	0	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Cytophagales|Spirosomaceae	0.000606428138265616	0	0	0	0	0	0	0.00213447171824973	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Cytophagales|Cytophagaceae	0	0	0	0.000236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Cytophagales|Microscillaceae	0	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Chitinophagales|Chitinophagaceae	0	0	0	0.000236742424242424	0	0.000149947518368571	0	0.00373532550693703	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Sphingobacteriales|Sphingobacteriaceae	0.00161714170204164	0	0.000672043010752688	0.00946969696969697	0	0	0	0	0.00170648464163823	0	0	0	0	0.00116845180136319	0.000979911807937286	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Paludibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Porphyromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Dysgonomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0	0	0	0.000473484848484848	0	0.000149947518368571	0	0.0032017075773746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae	0.00646856680816657	0	0.231686827956989	0.00449810606060606	0.00321802091713596	0	0.112186537615486	0.0016008537886873	0	0.0151484548576045	0	0.000842696629213483	0	0.0426484907497566	0.12077413032827	0	0	0	0	0.0860639557836557	0	0	0	0.040474060822898	0	0.0344583848736526	0.000938967136150235	0.0177664974619289
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Weeksellaceae	0.0396199717000202	0.000985221674876847	0.00991263440860215	0.128077651515152	0	0	0	0	0.000568828213879408	0.00201979398101394	0.0154798761609907	0	0	0.000194741966893866	0.00318471337579618	0	0	0	0	0.00513225424397947	0	0	0	0.000670840787119857	0	0.0028273546562997	0	0
Bacteria|Bacteroidota|Bacteroidia|Cytophagales|Hymenobacteraceae	0	0	0	0.000473484848484848	0	0	0	0	0.00341296928327645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Elusimicrobiota|Lineage_IIc|Lineage_IIc|Lineage_IIc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Blastocatellia|Blastocatellales|Blastocatellaceae	0	0	0	0.000236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Acidobacteriae|Bryobacterales|Bryobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Acidobacteriae|Acidobacteriales|Acidobacteriaceae_(Subgroup_1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Verrucomicrobiota|Omnitrophia|Omnitrophales|Omnitrophaceae	0.000202142712755205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Nitrospirota|Nitrospiria|Nitrospirales|Nitrospiraceae	0	0	0	0	0	0.000149947518368571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Chloroflexi|Chloroflexia|Kallotenuales|AKIW781	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Subgroup_17|Subgroup_17	0.00040428542551041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Planctomycetota|Planctomycetes|Planctomycetales|uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae	0	0	0	0	0	0	0	0.000533617929562433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Atopobiaceae	0	0	0	0	0	0	0	0	0	0	0	0.000561797752808989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Chloroflexi|Chloroflexia|Thermomicrobiales|JG30-KF-CM45	0	0	0	0	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Chloroflexi|Dehalococcoidia|GIF9|GIF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Ilumatobacteraceae	0	0	0	0.000473484848484848	0	0.000149947518368571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Nakamurellaceae	0	0	0	0	0	0	0	0.0016008537886873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Geodermatophilaceae	0	0	0	0	0	0	0	0	0.00312855517633675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Kineosporiales|Kineosporiaceae	0	0	0	0	0	0	0	0	0.00142207053469852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Brevibacteriaceae	0	0	0	0	0	0.000149947518368571	0	0.00373532550693703	0	0.000201979398101394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Micrococcaceae	0.00040428542551041	0	0	0.00497159090909091	0	0.000299895036737142	0.00351957765068192	0.0117395944503735	0	0.000201979398101394	0	0	0	0.00116845180136319	0.00318471337579618	0	0	0	0	0.000394788787998421	0	0	0	0.00156529516994633	0	0.000530128998056194	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Cellulomonadaceae	0	0	0	0	0	0	0	0.0032017075773746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Dermabacteraceae	0	0	0	0	0	0	0	0.00106723585912487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Beutenbergiaceae	0	0	0	0.00236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Microbacteriaceae	0	0	0.000168010752688172	0.000236742424242424	0	0.000299895036737142	0	0	0.00767918088737201	0	0	0	0	0.000778967867575463	0.00171484566389025	0	0	0	0	0.000394788787998421	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0	0	0	0	0	0	0	0.0064034151547492	0	0	0	0.00308988764044944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Actinomycetales|Actinomycetaceae	0	0	0	0.000710227272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Dermacoccaceae	0	0	0	0	0	0	0	0.0016008537886873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Propionibacteriales|Nocardioidaceae	0	0	0	0	0	0	0	0.0016008537886873	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Mycobacteriaceae	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Nocardiaceae	0	0	0	0	0	0.000449842555105713	0	0.00426894343649947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Corynebacteriaceae	0.000202142712755205	0	0	0.0175189393939394	0	0.00179937022042285	0	0.0016008537886873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Rubrobacteria|Rubrobacterales|Rubrobacteriaceae	0	0	0	0.000236742424242424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Thermoleophilia|Gaiellales|Gaiellaceae	0	0	0	0	0	0	0	0.000533617929562433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Thermoleophilia|Solirubrobacterales|Solirubrobacteraceae	0	0	0	0	0	0	0	0	0.000284414106939704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Caloramatoraceae	0	0	0	0.00118371212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0.00101071356377603	0	0	0	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000883548330093656	0	0
