"isolate.id"	"sseqid"	"sample.id"	"medium"	"temp"	"oxygen"	"miseq.id"	"pseudoprod"	"protein.source"	"texture"	"treatment"	"atmosphere"	"freezing"	"daysleft"	"freshness"	"centered_cooking_time_clustered"	"bbd_exp"	"additional_recommendation"	"colony_density"	"after_opening_clustered"	"profile"	"profilelong"	"no.ingredients"	"group"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"A1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"C1"	"C3"	"A2"	"C5"	"C6"	"C8"	"D1"	"D2"	"D3"	"D4"	"D5"	"A3"	"D6"	"D7"	"D8"	"A4"	"A5"	"A6"	"A7"	"A8"
"346"	"AXPC_018.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"347"	"AXPC_019.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"348"	"AXPC_020.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"349"	"AXPC_021.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"350"	"AXPC_022.27F"	"425873f4b5fc25a8f99e0a9e6b8c5b32"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Anaerobacillus"	NA	0	0	0	0.00165719696969697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"351"	"AXPC_023.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"aerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"352"	"AXPC_024.27F"	"4e170e518872b0d06f9d8370cc1a069c"	"B2"	"pca"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.0121285627653123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"353"	"AXPC_027.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B3"	"pca"	37	"aerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"354"	"AXPC_028.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B3"	"pca"	37	"aerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"355"	"AXPC_029.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"356"	"AXPC_030.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"357"	"AXPC_031.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"358"	"AXPC_032.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"359"	"AXPC_033.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"360"	"AXPC_034.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"B4"	"pca"	37	"aerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"361"	"AXPC_035.27F"	"1246fffc244c74ee317844af59a95554"	"B5"	"pca"	37	"aerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"362"	"AXPC_036.27F"	"a3750812d0075ad564da5386c9d753e9"	"B5"	"pca"	37	"aerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"363"	"AXPC_037.27F"	"a3750812d0075ad564da5386c9d753e9"	"B5"	"pca"	37	"aerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"364"	"AXPC_038.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B5"	"pca"	37	"aerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"365"	"AXPC_039.27F"	"4c13c395e4bd38a9b63d32014f6d618c"	"B6"	"pca"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter_guillouiae"	0.000606428138265616	0	0	0	0	0	0	0	0	0	0	0	0	0.00146986771190593	0	0	0	0	0	0	0	0	0	0	0	0	0
"366"	"AXPC_040.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"B6"	"pca"	37	"aerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0.00704753336332284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"367"	"AXPC_042.27F"	"ea630f470d7d14cee9b8dad6fb71a1d8"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Deinococcaceae"	"Deinococcus"	NA	0	0	0	0	0	0	0	0	0.000568828213879408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"368"	"AXPC_043.27F"	"96445e4469281076be5c6c8b4fabd761"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Micrococcus"	NA	0	0	0	0	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"369"	"AXPC_044.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"370"	"AXPC_045.27F"	"a6672cee90f3d05c289f8af6e5541a20"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	0.00485142510612492	0	0	0.00426136363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"371"	"AXPC_046.27F"	"79c11b1bca02b911edf3a4f918e4ee33"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"372"	"AXPC_047.27F"	"5ca4b3e92b7553622b13d1c171286083"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0.000606428138265616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"373"	"AXPC_048.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"374"	"AXPC_049.27F"	"a6672cee90f3d05c289f8af6e5541a20"	"A1"	"pca"	37	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	0.00485142510612492	0	0	0.00426136363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"375"	"AXPC_050.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"aerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"376"	"AXPC_051.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"aerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"377"	"AXPC_052.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"aerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"378"	"AXPC_053.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"A6"	"pca"	37	"aerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"379"	"AXPC_054.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"aerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"380"	"AXPC_057.27F"	"f04ede14e4d3c5d56b0532fa456e0857"	"B2"	"pca"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.00213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381"	"AXPC_058.27F"	"79c11b1bca02b911edf3a4f918e4ee33"	"B2"	"pca"	37	"aerobic"	"Veggie10"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	5	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	15	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"382"	"AXPC_059.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"D4"	"pca"	37	"aerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"383"	"AXPC_059a.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A8"	"pca"	37	"aerobic"	"Veggie8"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	6	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"Le"	"Leuconostocaceae"	15	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"384"	"AXPC_060.27F"	"fa8c0f7a5b110d2cc46e0e3f557a933b"	"D2"	"pca"	37	"aerobic"	"Veggie26"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	12	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Latilactobacillus"	NA	0.000202142712755205	0.428571428571429	0	0.00733901515151515	0.0699919549477072	0.508621982306193	0.0114386273647162	0.00693703308431163	0.74061433447099	0.00545344374873763	0	0.0881849315068493	0.485102239532619	0.00440960313571779	0.479838709677419	0	0	0	0	0.180995475113122	0	0.0382352941176471	0.00223613595706619	0.148217636022514	0.00371090298639336	0	0.111675126903553
"385"	"AXPC_061.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"D3"	"pca"	37	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"386"	"AXPC_062.27F"	"b8fe575e9e8aee671390f87027fdd490"	"D6"	"pca"	37	"aerobic"	"Veggie30"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	14	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	13	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0	0	0	0	0.00213447171824973	0	0	0	0	0	0	0	0	0	0	0	0	0.00297619047619048	0	0.00402504472271914	0	0	0	0
"387"	"AXPC_064.27F"	"d6bd1f73310c77d98166642e526b6c11"	"A3"	"pca"	37	"aerobic"	"Veggie3"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	3	"o"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	13	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	NA	0.00505356781888013	0	0	0.000473484848484848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"388"	"AXPC_065.27F"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"A4"	"pca"	37	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0.0472906403940887	0.037130376344086	0.00142045454545455	0.00884955752212389	0	0.0307963044434668	0.00106723585912487	0	0.0173702282367199	0	0	0.0220058422590068	0.0328270455658991	0	0	0	0	0.0153967627319384	0	0	0	0.0507602862254025	0	0.0220887082523414	0.0234741784037559	0.00423011844331641
