"isolate.id"	"sseqid"	"sample.id"	"medium"	"temp"	"oxygen"	"miseq.id"	"pseudoprod"	"protein.source"	"texture"	"treatment"	"atmosphere"	"freezing"	"daysleft"	"freshness"	"centered_cooking_time_clustered"	"bbd_exp"	"additional_recommendation"	"colony_density"	"after_opening_clustered"	"profile"	"profilelong"	"no.ingredients"	"group"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"A1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"C1"	"C3"	"A2"	"C5"	"C6"	"C8"	"D1"	"D2"	"D3"	"D4"	"D5"	"A3"	"D6"	"D7"	"D8"	"A4"	"A5"	"A6"	"A7"	"A8"
"93"	"AABH_015.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"C7"	"bhi"	37	"anaerobic"	"Veggie23"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"94"	"AAPC_001.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"A6"	"pca"	37	"anaerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"95"	"AAPC_002.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"anaerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"96"	"AAPC_003.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"A6"	"pca"	37	"anaerobic"	"Veggie6"	"producer 3"	"pea"	"minced"	"unclear"	"noMAP"	"notfrozen"	29	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	6	"pea-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"97"	"AAPC_004.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"98"	"AAPC_005.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"99"	"AAPC_006.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100"	"AAPC_007.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"101"	"AAPC_008.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"102"	"AAPC_009.27F"	"79c11b1bca02b911edf3a4f918e4ee33"	"B1"	"pca"	37	"anaerobic"	"Veggie9"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	52	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	""	""	10	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"103"	"AAPC_010.27F"	"a3750812d0075ad564da5386c9d753e9"	"B3"	"pca"	37	"anaerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"104"	"AAPC_011.27F"	"a3750812d0075ad564da5386c9d753e9"	"B3"	"pca"	37	"anaerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"105"	"AAPC_012.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"106"	"AAPC_013.27F"	"bb72dc9c3dc24b89c19dcb584749aa00"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Beijerinckiaceae"	"Methylobacterium-Methylorubrum"	NA	0.0337578330301193	0.000492610837438424	0	0.308475378787879	0	0	0	0.0064034151547492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223613595706619	0	0	0	0
"107"	"AAPC_014.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"108"	"AAPC_015.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"109"	"AAPC_016.27F"	"86b5436dfde91d3002ec0cd00ac36861"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.00242571255306246	0	0	0.154356060606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"110"	"AAPC_017.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B4"	"pca"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"111"	"AAPC_019.27F"	"a3750812d0075ad564da5386c9d753e9"	"B5"	"pca"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"112"	"AAPC_020.27F"	"1246fffc244c74ee317844af59a95554"	"B5"	"pca"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"113"	"AAPC_021.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"B5"	"pca"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"114"	"AAPC_023.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"B6"	"pca"	37	"anaerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0.00704753336332284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"115"	"AAPC_027.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C3"	"pca"	37	"anaerobic"	"Veggie19"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	10	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"La"	"Lactobacillus"	16	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"116"	"AAPC_029.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C4"	"pca"	37	"anaerobic"	"Veggie20"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	24	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"Pro"	"Proteobacteria"	18	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"117"	"AAPC_030.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C4"	"pca"	37	"anaerobic"	"Veggie20"	"producer 5"	"soy"	"fibrous"	"pre-heated"	"MAP"	"frozen"	24	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	"Pro"	"Proteobacteria"	18	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"118"	"AAPC_032.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"C6"	"pca"	37	"anaerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"119"	"AAPC_033.27F"	"4e170e518872b0d06f9d8370cc1a069c"	"C6"	"pca"	37	"anaerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.0121285627653123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"120"	"AAPC_034.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"C7"	"pca"	37	"anaerobic"	"Veggie23"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	""	""	21	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"121"	"AAPC_035.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"122"	"AAPC_036.27F"	"79c11b1bca02b911edf3a4f918e4ee33"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"123"	"AAPC_037.27F"	"dec18fb177e0b0d0aaf24e416374e8bf"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Enterococcaceae"	"Enterococcus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0725490196078431	0.00527240773286467	0	0	0	0.0257936507936508	0	0	0	0	0	0
"124"	"AAPC_038.27F"	"a6672cee90f3d05c289f8af6e5541a20"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	0.00485142510612492	0	0	0.00426136363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"125"	"AAPC_039.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"126"	"AAPC_040.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"pca"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"127"	"AAVR_005.27F"	"f6c0e8aaaf1716abc67c1614799b6d31"	"B6"	"vrbd"	37	"anaerobic"	"Veggie14"	"producer 5"	"soy"	"minced"	"raw"	"MAP"	"frozen"	3	"o"	">8 min"	"expiration date"	"consume only thorougly heated"	"high"	"no rec."	"La"	"Lactobacillus"	12	"soy-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0	0	0	0	0.00704753336332284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"128"	"AAVR_006.27F"	"4e85420ca036b02352c410d07546f5bc"	"D2"	"vrbd"	37	"anaerobic"	"Veggie26"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	12	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	NA	0.00040428542551041	0	0	0	0	0	0	0	0	0	0.00112359550561798	0	0	0	0	0	0	0	0	0	0	0.00196078431372549	0	0	0	0	0
"129"	"AAVR_008.27F"	"fb9c8110e5dd9ea6c53f0075f6464f4d"	"D2"	"vrbd"	37	"anaerobic"	"Veggie26"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	12	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0	0
"130"	"AAVR_010.27F"	"804d5184a285f4498e38c2eb43de63d6"	"D4"	"vrbd"	37	"anaerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Acinetobacter_baumannii"	0.00747928037194259	0	0	0.0137310606060606	0	0	0	0	0.00142207053469852	0	0	0	0	0	0	0	0.00351493848857645	0	0	0	0	0.00490196078431373	0	0	0	0	0
"131"	"AAVR_011.27F"	"ed7dc2f1bfe51e2a414b0b5c6d6369f4"	"D4"	"vrbd"	37	"anaerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	NA	0.00121285627653123	0	0	0	0	0.000149947518368571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"132"	"AAVR_012.27F"	"5397cf19dbe23d4b7ea55e91901f6899"	"D4"	"vrbd"	37	"anaerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Escherichia-Shigella"	NA	0.00222356984030726	0	0	0.000946969696969697	0	0.000149947518368571	0	0.0128068303094984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"133"	"AAVR_013.27F"	"7a402ab25789a94dad0290300047ae1b"	"D4"	"vrbd"	37	"anaerobic"	"Veggie28"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	28	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	11	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	NA	0	0	0	0.00165719696969697	0	0	0	0	0.00369738339021615	0	0.00252808988764045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"134"	"AAVR_015.27F"	"26e5d23c8ad66f52538c3c752e3b6466"	"D7"	"vrbd"	37	"anaerobic"	"Veggie31"	"producer 2"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	12	"f"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	13	"pea-fibrous"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	NA	0	0	0	0.00378787878787879	0	0.000449842555105713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
